Drawing1.dwg,C:\Users\osoberano\Documents\,18.2s (LMS Tech),18-02-2013,2456342.5846,DELLAYER
Cadenamiento 2010.dwg,C:\Users\osoberano\Documents\MANUEL\APOYO\XOCHILT\RIO APATZINGAN\,18.2s (LMS Tech),18-02-2013,2456342.5853,DELLAYER
Cadenamiento 2010.dwg,C:\Users\osoberano\Documents\MANUEL\APOYO\XOCHILT\RIO APATZINGAN\,18.2s (LMS Tech),18-02-2013,2456342.5856,CAMLAYER
Cadenamiento 2010.dwg,C:\Users\osoberano\Documents\MANUEL\APOYO\XOCHILT\RIO APATZINGAN\,18.2s (LMS Tech),18-02-2013,2456342.5859,DELLAYER
Cadenamiento 1976.dwg,C:\Users\osoberano\Documents\MANUEL\APOYO\XOCHILT\RIO APATZINGAN\,18.2s (LMS Tech),18-02-2013,2456342.5863,DELLAYER
Cadenamiento 1976.dwg,C:\Users\osoberano\Documents\MANUEL\APOYO\XOCHILT\RIO APATZINGAN\,18.2s (LMS Tech),18-02-2013,2456342.5873,DELLAYER
Cadenamiento 1976.dwg,C:\Users\osoberano\Documents\MANUEL\APOYO\XOCHILT\RIO APATZINGAN\,18.2s (LMS Tech),18-02-2013,2456342.5876,DELLAYER
Cadenamiento 1976.dwg,C:\Users\osoberano\Documents\MANUEL\APOYO\XOCHILT\RIO APATZINGAN\,18.2s (LMS Tech),18-02-2013,2456342.5890,DELLAYER
Cadenamiento 2010.dwg,C:\Users\osoberano\Documents\MANUEL\APOYO\XOCHILT\RIO APATZINGAN\,18.2s (LMS Tech),18-02-2013,2456342.5892,DELLAYER
RIO APATZINGAN ZONA FEDERAL-FIN 1.dwg,C:\Users\osoberano\Documents\MANUEL\APOYO\XOCHILT\RIO APATZINGAN\Planta topografica\,18.2s (LMS Tech),18-02-2013,2456342.6116,DELLAYER
Comparativa eje cauce 2010-1976.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\,18.2s (LMS Tech),20-02-2013,2456344.5678,POLVER
Comparativa eje cauce 2010-1976.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\,18.2s (LMS Tech),20-02-2013,2456344.5853,POLVER
Comparativa eje cauce 2010-1976.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\,18.2s (LMS Tech),20-02-2013,2456344.5905,POLVER
Comparativa eje cauce 2010-1976.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\,18.2s (LMS Tech),20-02-2013,2456344.5909,POLVER
Comparativa eje cauce 2010-1976.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\,18.2s (LMS Tech),20-02-2013,2456344.5911,POLVER
Comparativa eje cauce 2010-1976.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\,18.2s (LMS Tech),20-02-2013,2456344.5967,POLVER
Comparativa eje cauce 2010-1976.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\,18.2s (LMS Tech),20-02-2013,2456344.6021,POLVER
RIO APATZINGAN ZONA FEDERAL-FIN 1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),20-02-2013,2456344.6255,DELLAYER
SECCIONES APATZINGAN.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\Comparativa secciones\,18.2s (LMS Tech),20-02-2013,2456344.7273,DELLAYER
SECCIONES APATZINGAN.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\Comparativa secciones\,18.2s (LMS Tech),20-02-2013,2456344.7275,DELLAYER
SECCIONES APATZINGAN DEFINITIVAS.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),20-02-2013,2456344.7297,DELLAYER
SECCIONES APATZINGAN DEFINITIVAS.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),20-02-2013,2456344.7298,DELLAYER
Drawing1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.3849,DELLAYER
Drawing1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.3849,DELLAYER
Drawing1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.3849,DELLAYER
Drawing1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.3849,DELLAYER
Drawing1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.3849,DELLAYER
Drawing1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.3849,DELLAYER
Drawing1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.3849,DELLAYER
Drawing1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.385,DELLAYER
Drawing1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.385,DELLAYER
Drawing1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.3852,DELLAYER
Drawing1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.3852,DELLAYER
Drawing1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.3852,DELLAYER
Drawing1.dwg,C:\Users\maservin\Documents\,18.2s (LMS Tech),21-02-2013,2456345.4116,DELLAYER
RIO APATZINGAN ZONA FEDERAL-FIN 1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.6953,DELLAYER
RIO APATZINGAN ZONA FEDERAL-FIN 1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.6968,DELLAYER
RIO APATZINGAN ZONA FEDERAL-FIN 1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.6968,DELLAYER
RIO APATZINGAN ZONA FEDERAL-FIN 1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.6968,DELLAYER
RIO APATZINGAN ZONA FEDERAL-FIN 1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.6969,DELLAYER
RIO APATZINGAN ZONA FEDERAL-FIN 1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.6970,DELLAYER
RIO APATZINGAN ZONA FEDERAL-FIN 1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.6970,DELLAYER
RIO APATZINGAN ZONA FEDERAL-FIN 1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.6971,DELLAYER
RIO APATZINGAN ZONA FEDERAL-FIN 1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.6971,DELLAYER
RIO APATZINGAN ZONA FEDERAL-FIN 1.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,18.2s (LMS Tech),21-02-2013,2456345.6974,DELLAYER
MunicipiosMichoacan_ExportCA1.dwg,C:\manuel\APOYO\PLANO MICHOACAN\,18.2s (LMS Tech),26-02-2013,2456350.7378,DELLAYER
MunicipiosMichoacan_ExportCA1.dwg,C:\manuel\APOYO\PLANO MICHOACAN\,18.2s (LMS Tech),26-02-2013,2456350.7381,DELLAYER
MunicipiosMichoacan_ExportCA1.dwg,C:\manuel\APOYO\PLANO MICHOACAN\,18.2s (LMS Tech),26-02-2013,2456350.7384,DELLAYER
MunicipiosMichoacan_ExportCA1.dwg,C:\manuel\APOYO\PLANO MICHOACAN\,18.2s (LMS Tech),26-02-2013,2456350.7408,DELLAYER
MunicipiosMichoacan_ExportCA1.dwg,C:\manuel\APOYO\PLANO MICHOACAN\,18.2s (LMS Tech),26-02-2013,2456350.7432,ESCALA
MunicipiosMichoacan_ExportCA1.dwg,C:\manuel\APOYO\PLANO MICHOACAN\,18.2s (LMS Tech),26-02-2013,2456350.7491,DELLAYER
MunicipiosMichoacan_ExportCA1.dwg,C:\manuel\APOYO\PLANO MICHOACAN\,18.2s (LMS Tech),26-02-2013,2456350.7521,ML
MunicipiosMichoacan_ExportCA1.dwg,C:\manuel\APOYO\PLANO MICHOACAN\,18.2s (LMS Tech),26-02-2013,2456350.7589,ML
002_AGUILILLA.dwg,C:\PROGRAMA HIDRICO VISION 2030\CROQUIS MUNICIPALES\croquismpales_C11_16_002_DWG_2005\16002_Aguililla\dwg\,18.2s (LMS Tech),26-02-2013,2456350.761382,DELLAYER
002_AGUILILLA.dwg,C:\PROGRAMA HIDRICO VISION 2030\CROQUIS MUNICIPALES\croquismpales_C11_16_002_DWG_2005\16002_Aguililla\dwg\,18.2s (LMS Tech),26-02-2013,2456350.761415,DELLAYER
002_AGUILILLA.dwg,C:\PROGRAMA HIDRICO VISION 2030\CROQUIS MUNICIPALES\croquismpales_C11_16_002_DWG_2005\16002_Aguililla\dwg\,18.2s (LMS Tech),26-02-2013,2456350.761422,DELLAYER
MunicipiosMichoacan_ExportCA1F.dwg,C:\manuel\APOYO\PLANO MICHOACAN\,18.2s (LMS Tech),26-02-2013,2456350.7775,DELLAYER
secciones apatzingan 1976.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\ULTIMA ENTREGA\,18.2s (LMS Tech),27-02-2013,2456351.588,DELLAYER
secciones apatzingan SOBREPOSICION.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\ULTIMA ENTREGA\,18.2s (LMS Tech),27-02-2013,2456351.589,DELLAYER
RIO APATZINGAN-17 a 20 Topográfico año 1976.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\ULTIMA ENTREGA\,19.0s (LMS Tech),27-02-2013,2456351.7034,DELLAYER
RIO APATZINGAN-17 a 20 Topográfico año 1976.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\ULTIMA ENTREGA\,19.0s (LMS Tech),27-02-2013,2456351.7069,DELLAYER
secciones apatzingan 2010.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\ULTIMA ENTREGA\,19.0s (LMS Tech),27-02-2013,2456351.790,DELLAYER
secciones apatzingan 2010.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\ULTIMA ENTREGA\,19.0s (LMS Tech),27-02-2013,2456351.790,DELLAYER
SECCIONES CREADAS CIVIL 3D.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,19.0s (LMS Tech),28-02-2013,2456352.475,ESCALA
SECCIONES CREADAS CIVIL 3D.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,19.0s (LMS Tech),28-02-2013,2456352.476,ESCALA
SECCIONES CREADAS CIVIL 3D.dwg,C:\manuel\APOYO\XOCHILT\RIO APATZINGAN\MODIFICADOS MANUEL\,19.0s (LMS Tech),28-02-2013,2456352.476,ESCALA
zf.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),12-06-2016,2457552.575,INSATR
zf.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),12-06-2016,2457552.576,INSATR
zf.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),12-06-2016,2457552.576,INSATR
zf.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),12-06-2016,2457552.577,PUNTOS
zf.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),12-06-2016,2457552.577,INSATR
zf.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),12-06-2016,2457552.579,INSATR
zf.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),12-06-2016,2457552.58,INSATR
zf.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),12-06-2016,2457552.627,LINTOPF
zf.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),12-06-2016,2457552.629,LINTOPF
zf.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),12-06-2016,2457552.630,LINTOPF
zf.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),12-06-2016,2457552.634,LINTOPF
zf.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),12-06-2016,2457552.637,LINTOPF
zf.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),12-06-2016,2457552.637,LINTOPF
zf.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),12-06-2016,2457552.638,LINTOPCHAP
zf.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),12-06-2016,2457552.640,LINTOPF
zf.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),12-06-2016,2457552.641,LINTOPF
zf.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),12-06-2016,2457552.643,LINTOPF
zf.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),12-06-2016,2457552.643,LINTOPF
proyectoX.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),14-06-2016,2457554.999,DELLAYER
proyectoX.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),15-06-2016,2457555.002,DELLAYER
proyectoX.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),15-06-2016,2457555.007,DELLAYER
proyectoX.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),15-06-2016,2457555.007,DELLAYER
proyectoX.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),15-06-2016,2457555.008,DELLAYER
proyectoX.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),15-06-2016,2457555.008,DELLAYER
proyectoX.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),15-06-2016,2457555.008,DELLAYER
proyectoX.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),15-06-2016,2457555.009,DELLAYER
proyectoX.dwg,D:\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),15-06-2016,2457555.016,DELLAYER
proyectoX.dwg,D:\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),15-06-2016,2457555.016,DELLAYER
proyectoX.dwg,D:\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),15-06-2016,2457555.016,DELLAYER
proyectoX.dwg,D:\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),15-06-2016,2457555.016,DELLAYER
proyectoX.dwg,D:\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),15-06-2016,2457555.016,DELLAYER
proyectoX.dwg,D:\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),15-06-2016,2457555.028,DELLAYER
proyectoX.dwg,D:\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),15-06-2016,2457555.028,DELLAYER
proyecto.dwg,D:\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),03-07-2016,2457573.765,PENDIENTE
proyecto.dwg,D:\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),03-07-2016,2457573.765,PENDIENTE
proyectoX.dwg,D:\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),18-07-2016,2457588.044,DELLAYER
proyectoX.dwg,D:\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),18-07-2016,2457588.047,DELLAYER
proyectoX.dwg,D:\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),18-07-2016,2457588.049,ESCALA
proyectoX.dwg,D:\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),18-07-2016,2457588.049,ESCALA
proyectoX.dwg,D:\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),18-07-2016,2457588.049,ESCALA
proyectoX.dwg,D:\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),18-07-2016,2457588.049,ESCALA
11_PP_Chiquito.dwg,C:\manuel\ESTUDIOS\DESCARGA J. MUGICA\,20.0s (LMS Tech),21-08-2016,2457622.7747,DELLAYER
11_PP_Chiquito.dwg,C:\manuel\ESTUDIOS\DESCARGA J. MUGICA\,20.0s (LMS Tech),21-08-2016,2457622.7760,DELLAYER
11_PP_Chiquito.dwg,C:\manuel\ESTUDIOS\DESCARGA J. MUGICA\,20.0s (LMS Tech),21-08-2016,2457622.7760,DELLAYER
11_PP_Chiquito.dwg,C:\manuel\ESTUDIOS\DESCARGA J. MUGICA\,20.0s (LMS Tech),21-08-2016,2457622.7762,DELLAYER
proyecto.dwg,C:\manuel\ESTUDIOS\DESCARGA J. MUGICA\,20.0s (LMS Tech),21-08-2016,2457622.809,DELLAYER
proyecto.dwg,C:\manuel\ESTUDIOS\DESCARGA J. MUGICA\,20.0s (LMS Tech),23-08-2016,2457624.848,DELLAYER
proyecto.dwg,C:\manuel\ESTUDIOS\DESCARGA J. MUGICA\,20.0s (LMS Tech),23-08-2016,2457624.848,DELLAYER
proyectofinal.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),28-08-2016,2457629.645,DELLAYER
proyectofinal.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),28-08-2016,2457629.646,DELLAYER
proyectofinal.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),28-08-2016,2457629.646,DELLAYER
proyectofinal.dwg,C:\manuel\VIALIDAD RIO GRANDE\,20.0s (LMS Tech),28-08-2016,2457629.646,DELLAYER
proyecto.dwg,C:\manuel\ESTUDIOS\DESCARGA J. MUGICA\,20.0s (LMS Tech),04-09-2016,2457636.906,DELLAYER
proyecto.dwg,C:\manuel\ESTUDIOS\DESCARGA J. MUGICA\,20.0s (LMS Tech),04-09-2016,2457636.906,DELLAYER
proyecto.dwg,C:\manuel\ESTUDIOS\DESCARGA J. MUGICA\,20.0s (LMS Tech),04-09-2016,2457636.907,DELLAYER
proyecto.dwg,C:\manuel\ESTUDIOS\DESCARGA J. MUGICA\,20.0s (LMS Tech),04-09-2016,2457636.907,DELLAYER
proyecto.dwg,C:\manuel\ESTUDIOS\DESCARGA J. MUGICA\,20.0s (LMS Tech),04-09-2016,2457636.908,DELLAYER
proyecto.dwg,C:\manuel\ESTUDIOS\DESCARGA J. MUGICA\,20.0s (LMS Tech),04-09-2016,2457636.908,DELLAYER
proyecto.dwg,C:\manuel\ESTUDIOS\DESCARGA J. MUGICA\,20.0s (LMS Tech),04-09-2016,2457636.908,DELLAYER
proyectof.dwg,C:\manuel\ESTUDIOS\DESCARGA J. MUGICA\,20.0s (LMS Tech),09-10-2016,2457671.785,ESCALA
levantamiento.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),27-11-2016,2457720.854,INSATR
levantamiento.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),27-11-2016,2457720.854,INSATR
levantamiento.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),27-11-2016,2457720.867,DELLAYER
levantamiento.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),30-11-2016,2457723.890,DELLAYER
levantamiento.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),10-12-2016,2457733.720,ESCALA
levantamiento.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),14-12-2016,2457737.010,DELLAYER
levantamiento.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),14-12-2016,2457737.948,DELLAYER
levantamiento.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),18-12-2016,2457741.673,DELLAYER
levantamiento.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),05-01-2017,2457759.803,ESCALA
levantamiento.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),06-01-2017,2457760.376,LIMPIA ARCHIVO Y MK CROQUIS
levantamiento.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),06-01-2017,2457760.387,DELLAYER
levantamiento.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),06-01-2017,2457760.447,DELLAYER
levantamiento.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),06-01-2017,2457760.452,DELLAYER
levantamiento-pa.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),06-01-2017,2457760.455,DELLAYER
levantamiento-pa.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),06-01-2017,2457760.455,DELLAYER
levantamiento-pa.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),06-01-2017,2457760.455,DELLAYER
levantamiento-pa.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),06-01-2017,2457760.455,DELLAYER
levantamiento-pa.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),06-01-2017,2457760.455,DELLAYER
levantamiento-pa.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),06-01-2017,2457760.455,DELLAYER
levantamiento-pa.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),06-01-2017,2457760.455,DELLAYER
levantamiento-pa.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),06-01-2017,2457760.455,DELLAYER
levantamiento-pa.dwg,C:\manuel\levantamiento SEP\,20.0s (LMS Tech),06-01-2017,2457760.455,DELLAYER
